timestamp	model	provider	n_samples	chunk_size	publication_answered	publication_seconds	publication_supplement_env_broad_scale	publication_supplement_env_local_scale	publication_supplement_env_medium	publication_nmdc_env_broad_scale	publication_nmdc_env_local_scale	publication_nmdc_env_medium	publication+supplements_answered	publication+supplements_seconds	publication+supplements_supplement_env_broad_scale	publication+supplements_supplement_env_local_scale	publication+supplements_supplement_env_medium	publication+supplements_nmdc_env_broad_scale	publication+supplements_nmdc_env_local_scale	publication+supplements_nmdc_env_medium
20260911-180831	gemini-2.5-flash	gcp	192	25	192	364	0.9	0.5911	0.5	0.5	0.4609	0.5	191	825	0.9743	1.0	0.5702	0.5	0.5	0.3948
